portname,week,avg_daily_transits,avg_daily_capacity
Gibraltar Strait,2022-09-05T00:00:00.000Z,142.71428571428572,3659821.5714285714
Gibraltar Strait,2022-12-19T00:00:00.000Z,138.14285714285714,3872224.0
Gibraltar Strait,2023-11-06T00:00:00.000Z,154.71428571428572,4550318.285714285
Gibraltar Strait,2023-11-20T00:00:00.000Z,148.28571428571428,4128086.5714285714
Gibraltar Strait,2024-01-08T00:00:00.000Z,145.85714285714286,4073517.5714285714
Gibraltar Strait,2024-09-02T00:00:00.000Z,129.28571428571428,3108423.1428571427
Gibraltar Strait,2024-09-09T00:00:00.000Z,130.28571428571428,3561377.714285714
Gibraltar Strait,2024-09-23T00:00:00.000Z,123.42857142857143,3016197.8571428573
Gibraltar Strait,2025-04-28T00:00:00.000Z,138.71428571428572,3780660.5714285714
Gibraltar Strait,2025-06-09T00:00:00.000Z,137.57142857142858,3681994.1428571427
Gibraltar Strait,2026-04-06T00:00:00.000Z,126.0,3095041.4285714286
Taiwan Strait,2019-06-10T00:00:00.000Z,258.7142857142857,5484183.428571428
Taiwan Strait,2019-08-19T00:00:00.000Z,249.85714285714286,5624006.428571428
Taiwan Strait,2019-08-26T00:00:00.000Z,284.7142857142857,5811247.571428572
Taiwan Strait,2019-12-09T00:00:00.000Z,254.57142857142858,5119077.571428572
