date,origin_ma28,alt_ma28,origin,alternative,corridor,substitution_ratio
2019-01-13,50.30769230769231,48.30769230769231,Suez Canal,Cape of Good Hope,asia_europe,0.9602446483180428
2019-02-11,50.642857142857146,47.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.9344146685472495
2019-03-16,50.82142857142857,48.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.9451862262825018
2019-03-21,50.57142857142857,47.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.9350282485875706
2019-03-23,49.785714285714285,45.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.9203730272596843
2019-04-18,51.25,44.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.8648083623693379
2019-05-20,51.5,45.75,Suez Canal,Cape of Good Hope,asia_europe,0.8883495145631068
2019-06-16,51.607142857142854,48.214285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.9342560553633219
2019-06-22,50.67857142857143,48.785714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.9626497533474278
2019-07-19,51.0,50.785714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.9957983193277311
2019-09-08,53.67857142857143,49.785714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.927478376580173
2019-09-21,53.17857142857143,50.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.9462726662189388
2019-09-22,52.785714285714285,50.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.9479025710419485
2019-09-23,52.785714285714285,50.92857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.9648173207036537
2019-10-21,55.857142857142854,53.0,Suez Canal,Cape of Good Hope,asia_europe,0.948849104859335
2019-10-26,56.892857142857146,51.535714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.9058380414312617
2019-11-01,56.892857142857146,50.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.879472693032015
2019-11-22,54.42857142857143,47.964285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.881233595800525
2019-11-27,53.964285714285715,47.892857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.8874917273328922
2019-11-30,53.642857142857146,46.892857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.874167776298269
2019-12-05,54.67857142857143,45.75,Suez Canal,Cape of Good Hope,asia_europe,0.8367080339647289
2019-12-16,54.75,43.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.8003913894324853
2020-01-12,55.035714285714285,39.535714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.718364698247891
2020-01-21,53.857142857142854,39.607142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.7354111405835544
2020-01-29,55.0,56.75,Suez Canal,Cape of Good Hope,asia_europe,1.0318181818181817
2020-02-02,58.07142857142857,76.21428571428571,Suez Canal,Cape of Good Hope,asia_europe,1.3124231242312423
2020-02-07,57.035714285714285,78.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,1.3688165309956168
2020-02-09,56.57142857142857,78.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,1.3907828282828283
2020-02-10,56.642857142857146,79.03571428571429,Suez Canal,Cape of Good Hope,asia_europe,1.3953341740226985
2020-03-10,53.714285714285715,42.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.7905585106382979
2020-04-01,53.964285714285715,44.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.8166776968894771
2020-04-08,55.535714285714285,44.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.7980707395498392
2020-04-10,56.857142857142854,45.42857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.798994974874372
2020-04-23,57.75,50.535714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.8750773036487322
2020-05-15,55.607142857142854,52.25,Suez Canal,Cape of Good Hope,asia_europe,0.9396274887604368
2020-05-26,53.42857142857143,53.642857142857146,Suez Canal,Cape of Good Hope,asia_europe,1.004010695187166
2020-07-04,45.82142857142857,53.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,1.171473109898675
2020-07-24,46.642857142857146,59.535714285714285,Suez Canal,Cape of Good Hope,asia_europe,1.276416539050536
2020-08-05,48.214285714285715,61.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,1.2681481481481482
2020-08-07,48.785714285714285,60.857142857142854,Suez Canal,Cape of Good Hope,asia_europe,1.247437774524158
2020-08-09,48.392857142857146,61.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,1.2612546125461253
2020-09-30,51.57142857142857,54.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,1.0560941828254848
2020-10-05,51.785714285714285,52.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,1.013103448275862
2020-10-12,52.57142857142857,52.5,Suez Canal,Cape of Good Hope,asia_europe,0.9986413043478262
2020-10-23,51.964285714285715,50.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.9683848797250858
2020-10-30,53.535714285714285,50.392857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.9412941961307539
2020-11-02,52.92857142857143,49.607142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.9372469635627529
2020-11-07,52.785714285714285,48.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.9221921515561571
2020-11-22,55.642857142857146,48.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.8677792041078305
2020-11-29,55.285714285714285,48.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.8830749354005167
2020-11-30,54.92857142857143,48.75,Suez Canal,Cape of Good Hope,asia_europe,0.8875162548764629
2020-12-07,54.285714285714285,47.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.8664473684210526
2020-12-09,54.214285714285715,47.392857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.8741765480895916
2021-01-06,52.392857142857146,43.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.8214042263122017
2021-01-18,52.464285714285715,43.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.8223281143635126
2021-01-25,52.642857142857146,42.392857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.805291723202171
2021-02-26,55.964285714285715,46.714285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.8347160178685387
2021-04-17,52.642857142857146,50.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.9586160108548167
2021-05-05,56.17857142857143,50.785714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.9040050858232676
2021-05-18,55.642857142857146,50.5,Suez Canal,Cape of Good Hope,asia_europe,0.9075738125802311
2021-05-24,54.392857142857146,49.607142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.9120157583716348
2021-06-05,55.07142857142857,49.892857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.9059662775616084
2021-06-09,55.214285714285715,51.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.92496765847348
2021-06-14,55.07142857142857,50.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.9105058365758756
2021-07-19,54.857142857142854,50.392857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.9186197916666667
2021-08-16,60.535714285714285,49.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.8100294985250738
2021-09-12,62.464285714285715,48.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.775871926815323
2021-10-20,62.57142857142857,42.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.6843607305936072
2021-11-01,62.0,41.892857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.6756912442396313
2021-11-25,62.392857142857146,41.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.6594161419576416
2021-11-28,62.92857142857143,41.5,Suez Canal,Cape of Good Hope,asia_europe,0.659477866061294
2021-12-09,61.857142857142854,42.357142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.684757505773672
2021-12-15,61.5,43.25,Suez Canal,Cape of Good Hope,asia_europe,0.7032520325203252
2022-01-23,58.67857142857143,41.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.7041996348143639
2022-02-04,58.57142857142857,42.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.7219512195121951
2022-03-22,60.92857142857143,41.107142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.6746776084407972
2022-04-08,61.67857142857143,39.785714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.6450492182976258
2022-04-22,65.03571428571429,40.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.615595826468973
2022-06-12,64.5,46.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.7203765227021041
2022-07-11,69.53571428571429,47.0,Suez Canal,Cape of Good Hope,asia_europe,0.6759116589625064
2022-07-19,70.21428571428571,49.25,Suez Canal,Cape of Good Hope,asia_europe,0.7014242115971516
2022-07-23,71.25,48.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.6746867167919799
2022-07-27,70.92857142857143,47.535714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.6701913393756294
2022-08-02,69.82142857142857,47.5,Suez Canal,Cape of Good Hope,asia_europe,0.680306905370844
2022-08-07,72.71428571428571,47.857142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.6581532416502948
2022-08-26,71.96428571428571,48.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.6674937965260547
2022-09-07,70.17857142857143,47.17857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.672264631043257
2022-09-19,70.53571428571429,48.17857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.6830379746835443
2022-10-14,68.92857142857143,45.214285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.655958549222798
2022-10-26,70.0,42.75,Suez Canal,Cape of Good Hope,asia_europe,0.6107142857142858
2022-11-04,71.46428571428571,42.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.591704147926037
2022-11-11,72.96428571428571,42.5,Suez Canal,Cape of Good Hope,asia_europe,0.582476749877631
2022-11-23,72.92857142857143,42.642857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.584720861900098
2022-12-07,71.92857142857143,41.857142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.5819265143992055
2022-12-12,71.21428571428571,41.57142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.5837512537612839
2022-12-25,72.21428571428571,40.892857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.5662710187932741
2023-01-06,70.64285714285714,39.92857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.5652173913043479
2023-01-18,71.0,42.0,Suez Canal,Cape of Good Hope,asia_europe,0.5915492957746479
2023-02-01,70.85714285714286,41.857142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.5907258064516129
2023-02-02,70.5,41.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.5932117527862208
2023-02-12,70.96428571428571,41.892857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.5903371917463514
2023-02-21,71.03571428571429,42.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.5977878330819507
2023-03-17,71.67857142857143,41.964285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.5854509217737918
2023-03-20,71.96428571428571,43.214285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.6004962779156329
2023-04-24,75.42857142857143,44.392857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.5885416666666667
2023-05-03,77.57142857142857,44.57142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.574585635359116
2023-05-19,78.46428571428571,48.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.6126536185707784
2023-05-20,78.85714285714286,47.857142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.6068840579710144
2023-05-22,77.96428571428571,47.214285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.6055886394869446
2023-05-25,77.10714285714286,48.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.6262158406669754
2023-06-07,75.85714285714286,50.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.6629001883239171
2023-07-11,74.10714285714286,51.57142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.6959036144578312
2023-07-19,74.5,53.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.7123681687440077
2023-09-14,74.57142857142857,55.5,Suez Canal,Cape of Good Hope,asia_europe,0.7442528735632185
2023-09-17,73.25,51.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.697220867869332
2023-10-06,74.14285714285714,55.535714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.7490366088631984
2023-11-23,76.0,48.357142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.6362781954887218
2023-12-13,75.75,48.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.6374351720886374
2023-12-25,74.03571428571429,48.607142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.656536420646406
2023-12-28,72.60714285714286,49.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.6842105263157895
2024-01-04,68.60714285714286,56.25,Suez Canal,Cape of Good Hope,asia_europe,0.8198854763144195
2024-02-05,44.75,74.14285714285714,Suez Canal,Cape of Good Hope,asia_europe,1.65682362330407
2024-02-24,41.892857142857146,85.10714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.03154305200341
2024-03-06,40.892857142857146,88.5,Suez Canal,Cape of Good Hope,asia_europe,2.1641921397379913
2024-04-03,40.25,83.14285714285714,Suez Canal,Cape of Good Hope,asia_europe,2.0656610470275067
2024-04-05,39.75,82.35714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.0718778077268643
2024-04-16,39.857142857142854,84.10714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.110215053763441
2024-04-23,41.142857142857146,87.42857142857143,Suez Canal,Cape of Good Hope,asia_europe,2.125
2024-04-26,41.32142857142857,88.42857142857143,Suez Canal,Cape of Good Hope,asia_europe,2.140017286084702
2024-05-02,40.035714285714285,88.75,Suez Canal,Cape of Good Hope,asia_europe,2.216770740410348
2024-05-19,39.964285714285715,90.28571428571429,Suez Canal,Cape of Good Hope,asia_europe,2.259159964253798
2024-05-30,41.285714285714285,91.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,2.2205882352941178
2024-06-04,42.0,91.39285714285714,Suez Canal,Cape of Good Hope,asia_europe,2.1760204081632653
2024-07-21,37.42857142857143,93.10714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.4875954198473282
2024-08-11,38.92857142857143,91.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.3394495412844036
2024-08-17,40.17857142857143,92.35714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.2986666666666666
2024-08-26,40.607142857142854,99.0,Suez Canal,Cape of Good Hope,asia_europe,2.4379947229551453
2024-08-27,40.392857142857146,95.92857142857143,Suez Canal,Cape of Good Hope,asia_europe,2.374889478337754
2024-08-28,40.357142857142854,90.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.2504424778761063
2024-10-15,38.17857142857143,86.35714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.261927034611787
2024-10-21,37.464285714285715,85.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.290753098188751
2024-11-28,36.5,84.0,Suez Canal,Cape of Good Hope,asia_europe,2.3013698630136985
2024-12-09,35.392857142857146,83.25,Suez Canal,Cape of Good Hope,asia_europe,2.352169525731584
2024-12-26,36.0,81.21428571428571,Suez Canal,Cape of Good Hope,asia_europe,2.255952380952381
2024-12-27,36.464285714285715,81.75,Suez Canal,Cape of Good Hope,asia_europe,2.2419196865817823
2024-12-28,36.464285714285715,81.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,2.239960822722821
2024-12-30,36.25,81.03571428571429,Suez Canal,Cape of Good Hope,asia_europe,2.235467980295567
2025-01-16,36.25,81.5,Suez Canal,Cape of Good Hope,asia_europe,2.2482758620689656
2025-01-18,35.67857142857143,81.14285714285714,Suez Canal,Cape of Good Hope,asia_europe,2.274274274274274
2025-01-19,35.714285714285715,81.14285714285714,Suez Canal,Cape of Good Hope,asia_europe,2.272
2025-01-26,36.214285714285715,83.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.314595660749507
2025-01-28,36.92857142857143,84.10714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.2775628626692455
2025-01-31,37.0,84.71428571428571,Suez Canal,Cape of Good Hope,asia_europe,2.289575289575289
2025-02-02,37.035714285714285,83.92857142857143,Suez Canal,Cape of Good Hope,asia_europe,2.266152362584378
2025-02-14,35.607142857142854,86.39285714285714,Suez Canal,Cape of Good Hope,asia_europe,2.4262788365095287
2025-02-25,34.32142857142857,88.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.566077003121748
2025-04-16,38.035714285714285,82.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,2.1737089201877935
2025-04-24,37.535714285714285,83.60714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.2274024738344433
2025-05-31,36.714285714285715,92.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.507782101167315
2025-06-29,36.642857142857146,90.57142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.471734892787524
2025-07-01,37.07142857142857,93.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.5173410404624277
2025-07-13,36.964285714285715,93.57142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.5314009661835746
2025-09-01,39.0,98.03571428571429,Suez Canal,Cape of Good Hope,asia_europe,2.5137362637362637
2025-10-31,41.0,93.78571428571429,Suez Canal,Cape of Good Hope,asia_europe,2.2874564459930316
2025-11-09,42.392857142857146,88.5,Suez Canal,Cape of Good Hope,asia_europe,2.0876158382476833
2025-12-10,41.32142857142857,86.35714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.0898876404494384
2025-12-25,40.92857142857143,84.85714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.073298429319372
2026-02-03,39.17857142857143,87.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.228805834092981
2026-02-26,41.32142857142857,86.78571428571429,Suez Canal,Cape of Good Hope,asia_europe,2.1002592912705276
2026-03-21,40.642857142857146,92.35714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.272407732864675
2026-03-28,41.214285714285715,91.39285714285714,Suez Canal,Cape of Good Hope,asia_europe,2.2175043327556323
2026-03-29,41.25,91.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,2.225974025974026
2026-05-02,40.714285714285715,92.96428571428571,Suez Canal,Cape of Good Hope,asia_europe,2.283333333333333
2026-05-20,39.285714285714285,97.21428571428571,Suez Canal,Cape of Good Hope,asia_europe,2.4745454545454546
2026-07-01,40.464285714285715,93.25,Suez Canal,Cape of Good Hope,asia_europe,2.3045013239187995
2026-07-08,40.142857142857146,92.92857142857143,Suez Canal,Cape of Good Hope,asia_europe,2.3149466192170816
2026-07-29,42.107142857142854,89.85714285714286,Suez Canal,Cape of Good Hope,asia_europe,2.13401187446989
2026-08-07,41.392857142857146,90.5,Suez Canal,Cape of Good Hope,asia_europe,2.1863675582398616
2019-01-17,49.294117647058826,48.294117647058826,Suez Canal,Cape of Good Hope,asia_europe,0.9797136038186157
2019-02-09,50.17857142857143,47.607142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.9487544483985764
2019-03-31,49.5,43.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.8715728715728717
2019-04-11,50.5,45.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.8967468175388967
2019-04-12,50.214285714285715,45.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.9125177809388335
2019-04-19,51.535714285714285,44.392857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.8613998613998615
2019-04-21,50.82142857142857,44.17857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.8692902319044273
2019-04-23,51.92857142857143,44.642857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.859697386519945
2019-05-26,51.535714285714285,45.607142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.8849618849618849
2019-06-10,52.214285714285715,48.42857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.9274965800273598
2019-06-11,52.035714285714285,48.107142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.9245024021962938
2019-06-27,49.357142857142854,50.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,1.0224312590448625
2019-06-30,50.07142857142857,50.642857142857146,Suez Canal,Cape of Good Hope,asia_europe,1.0114122681883024
2019-07-06,49.285714285714285,50.0,Suez Canal,Cape of Good Hope,asia_europe,1.0144927536231885
2019-08-02,53.67857142857143,51.75,Suez Canal,Cape of Good Hope,asia_europe,0.9640718562874251
2019-08-30,54.892857142857146,51.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.9375406636304489
2019-09-06,54.17857142857143,49.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.916941331575478
2019-09-26,53.214285714285715,51.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.9610738255033557
2019-11-04,56.607142857142854,49.57142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.8757097791798107
2019-11-07,55.892857142857146,49.92857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.8932907348242811
2019-11-21,54.142857142857146,47.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.8806068601583114
2019-11-24,54.07142857142857,47.75,Suez Canal,Cape of Good Hope,asia_europe,0.8830911492734479
2019-12-23,54.75,42.785714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.781474233529028
2019-12-25,54.142857142857146,42.5,Suez Canal,Cape of Good Hope,asia_europe,0.7849604221635883
2019-12-30,54.25,41.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.7583936800526663
2020-01-20,54.32142857142857,39.5,Suez Canal,Cape of Good Hope,asia_europe,0.7271531886916502
2020-02-17,58.75,80.64285714285714,Suez Canal,Cape of Good Hope,asia_europe,1.3726443768996959
2020-05-05,59.25,53.57142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.9041591320072332
2020-08-14,48.92857142857143,59.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,1.2072992700729925
2020-08-29,50.964285714285715,55.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,1.0925017519271198
2020-09-27,52.892857142857146,54.607142857142854,Suez Canal,Cape of Good Hope,asia_europe,1.0324105334233624
2020-10-10,52.32142857142857,52.5,Suez Canal,Cape of Good Hope,asia_europe,1.0034129692832765
2020-11-26,54.67857142857143,47.57142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.8700195950359242
2020-11-27,54.67857142857143,47.857142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.8752449379490528
2020-11-28,54.82142857142857,48.0,Suez Canal,Cape of Good Hope,asia_europe,0.8755700325732899
2020-12-08,54.535714285714285,47.107142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.8637851997380485
2021-01-07,51.92857142857143,42.892857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.8259972489683631
2021-01-10,53.17857142857143,42.357142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.7965077233042309
2021-02-14,53.82142857142857,43.714285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.8122096881220969
2021-03-10,58.464285714285715,48.607142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.8313989004276114
2021-03-19,57.392857142857146,49.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.8618543870566272
2021-04-22,56.642857142857146,51.642857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.9117276166456494
2021-05-29,56.107142857142854,50.42857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.8987905792488862
2021-06-07,55.75,50.75,Suez Canal,Cape of Good Hope,asia_europe,0.9103139013452914
2021-06-12,55.392857142857146,50.535714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.9123146357188909
2021-08-30,62.357142857142854,46.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.7428407789232532
2021-09-09,62.607142857142854,48.357142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.7723901882487165
2021-09-28,62.42857142857143,49.714285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.7963386727688787
2021-10-04,62.142857142857146,46.214285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.7436781609195402
2021-10-05,62.42857142857143,45.964285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.7362700228832952
2021-10-15,63.214285714285715,44.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.6983050847457627
2021-10-17,63.07142857142857,43.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.6840317100792753
2021-10-18,63.035714285714285,43.464285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.6895184135977337
2021-12-11,62.75,42.785714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.6818440523619806
2021-12-31,59.392857142857146,42.07142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.7083583884546001
2022-01-10,58.75,40.75,Suez Canal,Cape of Good Hope,asia_europe,0.6936170212765957
2022-01-21,59.07142857142857,41.607142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.7043530834340991
2022-01-26,59.25,41.785714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.705244122965642
2022-01-31,59.0,41.5,Suez Canal,Cape of Good Hope,asia_europe,0.7033898305084746
2022-02-01,58.785714285714285,41.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.7114216281895503
2022-02-16,61.32142857142857,42.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.6983110075713453
2022-04-16,62.785714285714285,38.535714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.6137656427758816
2022-05-12,65.07142857142857,44.57142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.6849615806805708
2022-05-15,64.42857142857143,45.142857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.7006651884700665
2022-05-19,63.892857142857146,45.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.708775852431526
2022-05-23,63.17857142857143,45.25,Suez Canal,Cape of Good Hope,asia_europe,0.7162238552854719
2022-05-24,63.785714285714285,45.67857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.7161254199328108
2022-07-01,69.0,49.107142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.7116977225672877
2022-07-17,70.21428571428571,49.214285714285715,Suez Canal,Cape of Good Hope,asia_europe,0.700915564598169
2022-08-08,72.92857142857143,47.892857142857146,Suez Canal,Cape of Good Hope,asia_europe,0.6567091087169442
2022-08-16,72.67857142857143,46.285714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.6368550368550369
2022-09-09,69.92857142857143,48.42857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.6925434116445353
2022-09-25,69.5,46.107142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.6634121274409044
2022-10-09,68.82142857142857,45.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.6585365853658537
2022-10-21,69.0,43.42857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.629399585921325
2022-10-24,70.42857142857143,43.857142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.6227180527383367
2022-11-08,72.57142857142857,42.0,Suez Canal,Cape of Good Hope,asia_europe,0.5787401574803149
2022-11-09,72.92857142857143,41.92857142857143,Suez Canal,Cape of Good Hope,asia_europe,0.574926542605289
2022-11-27,72.5,41.82142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.5768472906403941
2022-11-28,71.89285714285714,42.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.5846994535519126
2022-12-01,71.64285714285714,41.857142857142854,Suez Canal,Cape of Good Hope,asia_europe,0.584247258225324
2023-01-04,70.17857142857143,40.035714285714285,Suez Canal,Cape of Good Hope,asia_europe,0.5704834605597964
2023-01-10,70.96428571428571,40.32142857142857,Suez Canal,Cape of Good Hope,asia_europe,0.568193256165073
