rel,coef,pct,ci_low_pct,ci_high_pct,is_reference
-52,0.0,0.0,0.0,0.0,True
-51,-0.19471013210130853,-17.692679401865774,-25.099518242247342,-9.553385171079377,False
-50,-0.09176534891224003,-8.768079887668168,-17.053792442768923,0.34531405959732364,False
-49,-0.07461505147196083,-7.189931143416029,-13.204444552673456,-0.7586409606970768,False
-48,-0.10347039980819357,-9.829728707990892,-14.776257830187312,-4.596094728230438,False
-47,-0.1599741476595795,-14.783418083770428,-20.7239435720444,-8.397741251358848,False
-46,-0.04468167799484669,-4.369815469133565,-11.234892821911945,3.0262057258583663,False
-45,0.02045863156059375,2.0669343871915657,-4.326970372447214,8.888148893730596,False
-44,-0.05689522768962869,-5.530695814576847,-11.16574261743164,0.46180039356327196,False
-43,-0.12640572178461756,-11.87427710139951,-15.808379241866376,-7.756342419021034,False
-42,-0.12520903235857678,-11.76875485455895,-17.098953358662307,-6.095846369771484,False
-41,-0.062057030009297756,-6.01707132102648,-11.486210017372745,-0.21000247745972533,False
-40,-0.10942643307870485,-10.3651896493007,-15.518712741172225,-4.897291609790355,False
-39,-0.036281304324541026,-3.5631025839621744,-10.189125854609616,3.551772229451533,False
-38,-0.03148974836452259,-3.0999109753275134,-8.612906582716217,2.7456602664378105,False
-37,-0.06818758598385863,-6.591476415631748,-12.040192698828378,-0.8052365515441418,False
-36,-0.12179884317431598,-11.467355995175254,-17.34345019864776,-5.173527405606726,False
-35,0.08873639509455199,9.279255287768162,0.9067107864519919,18.346495918610085,False
-34,0.005993311950040431,0.6011307777679109,-6.410980281909328,8.13862079387997,False
-33,-0.07032835346410221,-6.791228457674148,-13.214303033396268,0.10722268869605145,False
-32,0.08651508870950025,9.036781983694041,1.703699033181727,16.898597970175388,False
-31,0.02753594894593074,2.791856703204476,-5.248924537114263,11.514996034329128,False
-30,0.11773156583641262,12.494209794264988,3.947195027419692,21.743999286348405,False
-29,0.15106233482255296,16.30691555316659,-2.346816475724822,38.52388746884765,False
-28,0.07034669871899508,7.288008293196158,-3.191540169298457,18.90197141500698,False
-27,-0.011329504958950956,-1.1265567804209065,-6.849657565268219,4.948167860414587,False
-26,0.11895702294213197,12.632151126339707,4.85715024985891,20.983656690247443,False
-25,0.12260952908060824,13.04429296682783,5.103585399217536,21.584930940568437,False
-24,0.1314168224522876,14.044304452143287,7.147780535517523,21.384720364430354,False
-23,0.05651214396406976,5.813946472984188,-1.603944369311705,13.791057948622765,False
-22,0.1181488322416181,12.54115964340845,6.0339975843222815,19.447657378106943,False
-21,0.2940203013845932,34.18111440145481,20.368149136130718,49.57920007272008,False
-20,0.06927138052090664,7.172701552271099,-0.5345558621206781,15.477169559412607,False
-19,0.1892339806118315,20.832364371492517,11.12328190015035,31.389750464032893,False
-18,0.15348759193614256,16.58933205535891,8.311203321833993,25.500150789798948,False
-17,0.15363332756039272,16.606324512620006,7.526675747488509,26.452666948183136,False
-16,0.2335091771287913,26.30244187754849,17.910961884740818,35.2911261959262,False
-15,0.14119548843987922,15.16497601955178,5.878551443143176,25.265896829974643,False
-14,0.18752530892581715,20.62607781992054,9.630516418473523,32.724455977894465,False
-13,0.20706391220536688,23.006118519162943,11.49163599104035,35.70977821480954,False
-12,0.21276735749247688,23.709681645816616,15.198974109568653,32.84914602063375,False
-11,0.23652206627230585,26.68355096490349,19.187299787753666,34.65127671871533,False
-10,0.028156713405854093,2.8556860440587917,-5.894887417479411,12.41995106607019,False
-9,0.14482021135548218,15.58317461634411,9.603794775015096,21.888756514456652,False
-8,0.1552485276349636,16.79481924404047,7.996501371901887,26.30992327495121,False
-7,0.003227297873677507,0.3232511206277433,-7.115941408505499,8.358257251413592,False
-6,0.05361627780623636,5.507966698433209,0.4231473121827145,10.850250512784253,False
-5,0.10408243575025627,10.969192943190166,5.652236135665389,16.55372600586191,False
-4,0.18415914358146546,20.220713142170933,13.72075926124985,27.092185826945993,False
-3,0.05586180258595841,5.7451536570435335,-1.6543034446320215,13.701340410521512,False
-2,0.004791166906772083,0.48026628993433906,-5.968387123093866,7.3711659813050945,False
-1,0.0,0.0,0.0,0.0,True
0,0.21374592756552463,23.83079948950484,15.361017876209647,32.92243068333938,False
1,0.12741970714675663,13.589366043656593,5.820847097321735,21.928187423538038,False
2,0.495082118192363,64.06329593384272,52.619507490971664,76.36516796037978,False
3,0.47825018856007573,61.32490493544249,48.352433907242066,75.43173554336322,False
4,0.42963851570959305,53.67019295285138,45.287936593660724,62.53605602653272,False
5,0.5016697223690592,65.14764770608859,54.17112678720364,76.90566392823493,False
6,0.5398153439171626,71.56900203338532,60.27462478847754,83.65928167094347,False
7,0.5633585902712875,75.65621768927073,63.75570378972712,88.42157005120515,False
8,0.6368361408826766,89.04901628727919,77.07024122938265,101.83815366744646,False
9,0.7270538942047922,106.89761972051488,92.73026730265141,122.10639587187396,False
10,0.6378223781375811,89.23555544095618,75.15328057591462,104.45004127414248,False
11,0.7493071300169675,111.55337188825865,97.38108854342403,126.74324823903156,False
12,0.6136914241431688,84.72377665471183,74.13014052767484,95.96190273651473,False
13,0.5503990219230059,73.39447618209635,63.87070253300466,83.4717487978558,False
14,0.5305423909114745,69.98540440098083,56.140661274056505,85.0577387952054,False
15,0.5463422016729959,72.69247087733667,60.69427016788423,85.58651448220729,False
16,0.4730955985802907,60.49548070435647,50.272636682408574,71.41377096458352,False
17,0.7491801802882976,111.52651694974787,95.85734986095173,128.44926373535355,False
18,0.6518045998714973,91.90007346814888,76.23032853973943,108.96311379670874,False
19,0.6679936824170054,95.03204305148552,83.46268728264748,107.33097492589825,False
20,0.6971929174513649,100.81078638657006,88.7007285575623,113.69801927866816,False
21,0.703369603613863,102.05497010268041,86.60037183767626,118.78954763664566,False
22,0.6507117693842578,91.69047376669135,74.39637598305349,110.69954880524126,False
23,0.6503680573470304,91.62459876509996,78.46580563718331,105.75362726087931,False
24,0.7229074856803416,106.04151377547564,86.15647950088068,128.0506459550267,False
25,0.6589511988412303,93.27641857079931,75.45524284477843,112.90771007967363,False
26,0.7227510239274857,106.00927868091472,89.41737479440206,124.05454066025325,False
27,0.677139806442394,96.82401260229976,81.5272290447907,113.4098126254738,False
28,0.6799029942808598,97.36862640884402,81.61842015402776,114.48471282525881,False
29,0.32809718787530145,38.83238939824163,26.210344634630523,52.71673967631598,False
30,0.9681971102331751,163.31928209101588,142.08959449014867,186.41067563004867,False
31,0.7762685506813227,117.33473805250223,99.0467313181431,137.30300945687696,False
32,0.7044886368933418,102.28120289591361,82.5829570670999,124.10462456241396,False
33,0.6925818400351305,99.88696385000584,84.15254683116946,116.96576563670331,False
34,0.596947067359133,81.65644772305369,67.34658535029436,97.18995120386839,False
35,1.0643961795187946,189.9087926783706,139.1033126769936,251.50959278330998,False
36,0.42102375762522704,52.35204732072292,37.15520616153811,69.23270339062641,False
37,0.898815593373067,145.66916654406234,123.5230959331278,170.00941060923012,False
38,0.5661963323174113,76.15539265378443,59.60924054782202,94.41682859026928,False
39,0.6416576780790547,89.96272411929971,75.448501714944,105.67765584829458,False
40,0.7080022421312504,102.99318927699721,87.21306522654528,120.1034144865019,False
41,0.6016927926975979,82.52058819473427,66.5840216851271,99.98175562071975,False
42,0.6532246529112061,92.17277533052555,74.78022037230471,111.29608086984972,False
43,0.5915478606498286,80.67829002574373,67.98204309749984,94.3341317004891,False
44,0.6390956056311096,89.47664880367583,68.9082304052696,112.54973991339297,False
45,0.6255317192937035,86.92396040002876,67.81848704486177,108.20451659947987,False
46,0.619320965087605,85.7666193274401,73.0248439492504,99.44671567782417,False
47,0.5899918385619396,80.3973692318224,62.41738870308593,100.3677751848016,False
48,0.6213012420430867,86.13485316494763,70.34996367900294,103.38239477421763,False
49,0.5876029207528547,79.96692909151844,67.59279259659887,93.25470424370093,False
50,0.6273764899991136,87.26911050983577,71.33322341014572,104.68721158180455,False
51,0.4824496017447791,62.00379934963074,51.5929688805016,73.12960619172337,False
