rel,coef,pct,ci_low_pct,ci_high_pct,is_reference
-23,-0.10967384372059223,-10.38736351212709,-16.63700882179111,-3.6691881516026204,False
-22,-0.043165853013943045,-4.2247469250089935,-9.781144850621892,1.6738583790575357,False
-21,-0.05864763143075952,-5.696099207562721,-15.37549394014478,5.090429696329846,False
-20,-0.13605606044826082,-12.720629808897133,-21.786062496036397,-2.6044627842762735,False
-19,-0.09180877073697456,-8.7720412581079,-16.12422782525218,-0.7753938899890622,False
-18,-0.03987132416458886,-3.9086922509476985,-11.841387693214678,4.737803639547522,False
-17,-0.0022535597171360546,-0.22510223578248167,-8.082065692066365,8.30345893663993,False
-16,-0.11968147666456622,-11.279701343010306,-17.21775870243254,-4.915700874883866,False
-15,-0.06516956602741747,-6.309141795896444,-14.370155561624598,2.510718880712437,False
-14,0.014528381881796504,1.4634431777251988,-7.885549326044794,11.761295064535094,False
-13,-0.06067396732680924,-5.886997109920444,-14.683499943586842,3.8164634875025083,False
-12,-0.07353063575288238,-7.089231855782163,-13.73570630008263,0.06933885273174845,False
-11,0.004624436570117089,0.46351457785673844,-5.831143761231816,7.178935419416299,False
-10,0.024163428510063287,2.4457729810714257,-6.337053680357219,12.05217019196214,False
-9,0.00983758617170846,0.9886134290723048,-5.863897076015778,8.339943183776644,False
-8,0.028227128844559506,2.862928927317343,-5.308516111664929,11.739532564340482,False
-7,0.003410408707030792,0.34162307674590053,-7.926311142722698,9.351992373008521,False
-6,0.007404753916368301,0.7432236899679756,-4.4484467447029274,6.216976843171151,False
-5,0.037666836869796216,3.8385223571483884,-1.5413838591148754,9.512393612026182,False
-4,0.05316271141356173,5.46012268161864,-1.0891536343439978,12.443052351473938,False
-3,0.03646758677566074,3.714068639918522,-3.620629796769659,11.606955006697106,False
-2,-0.045617718668439326,-4.459287330294304,-10.556429151709823,2.0534812157464,False
-1,0.0,0.0,0.0,0.0,True
0,-0.048888180292230826,-4.771239173273867,-22.517073676340704,17.03890545786926,False
1,-0.27563685531376014,-24.09114603151733,-33.200330246264166,-13.73978146821343,False
2,-0.32159971080206484,-27.50116627452792,-36.77490887059667,-16.867167802162886,False
3,-0.367542700179854,-30.756624086867657,-38.7516436534596,-21.717979161441104,False
4,-0.5726955899294394,-43.59969332108457,-56.93552936386037,-26.13412991065015,False
5,-0.559802256693583,-42.86779722136811,-50.532246960153756,-34.01583064204489,False
